1890,1,1,3600,12,16,2,0,4,266,1,0
1384,1,1,3000,12,16,1,0,4,166,1,0
1524,1,1,3000,12,16,2,0,4,166,1,0
1511,1,1,3600,12,16,1,0,4,166,1,0
1552,1,1,3000,12,16,2,0,4,200,1,0
1739,1,1,3600,12,16,2,0,4,200,1,0
1818,1,1,3800,12,16,2,0,4,200,1,0
1599,1,1,3000,12,16,2,0,4,200,1,0
1472,1,1,3000,12,16,1,0,4,200,1,0
1809,1,1,3600,12,16,2,0,4,200,1,0
1388,1,1,3000,12,16,1,0,3,166,1,0
1527,1,1,3000,12,16,2,0,3,166,1,0
1718,1,1,3600,12,16,2,0,3,166,1,0
1522,1,1,3600,12,16,1,0,3,166,1,0
1457,1,1,3000,12,16,1,0,3,200,1,0
1588,1,1,3000,12,16,2,0,3,200,1,0
1800,1,1,3600,12,16,2,0,3,200,1,0
1608,1,1,3600,12,16,1,0,3,200,1,0
1814,1,1,2800,64,64,1,0,1,200,1,0
1439,1,1,2400,64,64,1,0,1,200,1,0
1741,1,1,2600,64,64,1,0,1,200,1,0
1595,1,1,2400,64,64,1,0,1,200,1,0
1504,1,1,2400,64,64,1,0,1,200,1,0
1303,1,1,1800,64,64,1,0,2,200,1,0
1389,1,1,2000,64,64,1,0,2,200,1,0
1482,1,1,2200,64,64,1,0,2,200,1,0
1555,1,1,2400,64,64,1,0,2,200,1,0
1630,1,1,2600,64,64,1,0,2,200,1,0
1664,1,1,2600,64,64,1,0,2,200,1,0
1492,1,1,2400,64,64,1,0,2,200,1,0
2566,1,1,1600,16,16,0.25,9,8,133,1,0
1516,1,1,3000,12,16,2,0,0.5,266,1,0
1350,2,1,2800,12,16,2,0,0.5,266,1,0
1208,1,1,2800,12,16,2,0,0.5,200,1,0
1247,2,2,2800,24,32,2,0,1,166,1,0
1219,2,2,2800,24,32,2,0,1,166,1,0
1303,2,2,2800,24,32,2,0,1,200,1,0
1207,4,4,3160,48,64,2,0,1,200,1,0
1388,1,1,2800,12,16,2,0,0.5,266,1,0
1393,2,1,2800,12,16,2,0,0.5,266,1,0
1868,1,1,1400,16,16,0.25,3,8,100,1,0
2545,1,1,1600,16,16,0.25,9,32,133,1,0
1775,1,1,3600,12,16,2,0,2,200,1,0
1775,1,1,3600,12,16,2,0,2,200,1,0
1834,1,1,3800,12,16,2,0,8,200,1,0
1800,1,1,3600,12,16,2,0,8,200,1,0
1502,1,1,3600,12,16,1,0,8,200,1,0
1766,1,1,3600,12,16,2,0,8,200,1,0
1826,1,1,3800,12,16,2,0,8,200,1,0
1783,1,1,3600,12,16,2,0,2,200,1,0
1836,1,1,3800,12,16,2,0,8,200,1,0
1485,1,1,3600,12,16,1,0,2,200,1,0
1798,1,1,3600,12,16,2,0,8,200,1,0
1832,1,1,3800,12,16,2,0,8,200,1,0
1450,1,1,3600,16,16,1,0,8,200,1,0
1773,1,1,3600,12,16,2,0,8,200,1,0
1823,1,1,3800,12,16,2,0,8,200,1,0
1227,1,1,3330,12,16,1,8,16,200,1,0
1300,1,1,3660,12,16,1,0,16,200,1,0
1227,1,1,3330,12,16,1,8,16,200,1,0
1300,1,1,3660,12,16,1,0,16,200,1,0
1939,1,1,3600,12,16,2,0,2,200,1,0
1779,1,1,3600,12,16,2,0,2,200,1,0
1830,1,1,3800,12,16,2,0,8,200,1,0
1485,1,1,3600,12,16,1,0,2,200,1,0
1087,1,1,2000,32,32,2,0,2,166,1,0
1209,1,1,2800,12,16,1,0,2,166,1,0
1325,1,1,2800,12,16,1,0,2,200,1,0
1382,1,1,3000,12,16,1,0,2,200,1,0
1482,1,1,3200,12,8,0.5,2,2,200,1,0
1438,1,1,3200,12,16,1,0,2,200,1,0
1544,1,1,3400,12,8,0.5,2,2,200,1,0
1295,1,1,3400,12,8,0.5,0,2,200,1,0
1489,1,1,3400,12,16,1,0,2,200,1,0
1905,1,1,3600,12,16,2,0,2,266,1,0
1976,1,1,3800,12,16,2,0,2,266,1,0
1026,1,1,2400,12,8,0.5,1,2,133,1,0
1091,1,1,2800,12,8,0.5,1,2,133,1,0
1168,1,1,3066,12,8,0.5,1,2,133,1,0
1194,1,1,3200,12,8,0.5,1,2,133,1,0
1338,1,1,3200,12,8,0.5,2,2,133,1,0
1519,1,1,3400,12,16,1,0,2,200,1,0
1507,1,1,3400,12,16,1,0,2,266,1,0
1755,1,1,3800,12,16,1,0,2,266,1,0
1799,1,1,3600,12,16,2,0,8,200,1,0
1802,1,1,3600,12,16,2,0,4,200,1,0
